human_genes	mouse_genes
D2HGDH	D2hgdh
HOXD4	Hoxd4
MIR10B	Mir10b
HOXD4	Gm28230
BLCAP	Blcap
CYP4F8	Cyp4f37
GAL3ST2	Gal3st2
HOXD1	Hoxd1
SPPL2C	Sppl2c
MTX2	Mtx2
SOX15	Sox15
GAL3ST2	Gal3st2b
CYP4F2	Cyp4f40
RAPGEF6	Rapgef6
RNU1-94P	Gm24977
RNU6-1148P	U6
C9orf152	D630039A03Rik
FUT9	Fut9
PTPA	Ptpa
CYP4F2	Cyp4f15
TXN	Txn1
RNU6-777P	Gm24042
RNU6-375P	Gm24965
MANEA	Manea
TXNDC8	Txndc8
GAL3ST2	Gal3st2c
LRTM2	Lrtm2
REV1	Rev1
SVEP1	Svep1
ADIPOR2	Adipor2
CYP4F2	Cyp4f14
SEPSECS	Sepsecs
MDK	Mdk
NEU4	Neu4
WNT5B	Wnt5b
NOS1AP	Nos1ap
FBXL14	Fbxl14
PAXIP1	Paxip1
ERC1	Erc1
EPHA7	Epha7
LMTK3	Lmtk3
HTR5A	Htr5a
RNA5SP526	5S_rRNA
CYP4F8	Cyp4f13
INSIG1	Insig1
CDC42SE2	Cdc42se2
SEMA6D	Sema6d
PDCD1	Pdcd1
PI4K2B	Pi4k2b
SPATA46	Spata46
SNORD30	Gm23389
OLFML2B	Olfml2b
MPDU1	Mpdu1
FBXL2	Fbxl2
FAM174A	Fam174a
PSENEN	Psenen
ZNF101	Zfp472
ATF6	Atf6
EN2	En2
ZNF101	Zfp952
G3BP2	G3bp2
ERFL	Erfl
ZNF487	Zfp763
ZNF778	Zfp763
ST8SIA4	St8sia4
NUCB2	Nucb2
AP2B1	Ap2b1
RNU6-103P	U6
MORC2	Morc2b
OR10H2	Olfr55
OR10H1	Olfr55
OR10H5	Olfr55
RNU6-185P	U6
RNU6-1280P	U6
SUSD5	Susd5
OR10H2	Olfr239
OR10H1	Olfr239
OR10H5	Olfr239
OR10H2	Olfr1564
OR10H1	Olfr1564
OR10H5	Olfr1564
ZNF101	Zfp955a
OR10H3	Olfr63
OR10H4	Olfr63
ZNF101	Zfp955b
MUSK	Musk
ZNF101	Zfp81
BCL2A1	Bcl2a1c
SPCS2	Spcs2
CRTAP	Crtap
ZNF101	Zfp101
GLB1	Glb1
ACTL9	Actl9
NFILZ	Gm4125
ADAMTS10	Adamts10
DUSP12	Dusp12
RNU6-1120P	U6
RNU6-30P	U6
RABAC1	Rabac1
AFF3	Aff3
RAD52	Rad52
TMPPE	Tmppe
CCR4	Ccr4
TRIM71	Trim71
XYLT1	Xylt1
CNOT10	Cnot10
XRRA1	Xrra1
SLCO4C1	Slco4c1
PRKAB1	Prkab1
WNK1	Wnk1
FCRLB	Fcrlb
RNU6-830P	Gm25705
RNU6-1163P	Gm25705
LPAR1	Lpar1
CNPY1	Cnpy1
RNF169	Rnf169
TMEM233	Tmem233
CCDC60	Ccdc60
CPS1	Cps1
OR2K2	Olfr267
MAP3K7	Map3k7
LYRM7	Lyrm7
RNU6-227P	U6
ONECUT3	Onecut3
RPS15A	Rps15a
ATP8B3	Atp8b3
DYNC1LI1	Dync1li1
ZCCHC4	Zcchc4
MYO1F	Myo1f
RNU1-61P	U1
HINT1	Hint1
CMTM6	Cmtm6
LONRF2	Lonrf2
CMTM7	Cmtm7
CHRDL2	Chrdl2
TNNT2	Tnnt2
CMTM8	Cmtm8
GPX3	Gpx3
GPD1L	Gpd1l
REXO1	Rexo1
RASL10B	Rasl10b
IER5L	Ier5l
HSPB8	Hspb8
RBM33	Rbm33
GAS2L2	Gas2l2
ATE1	Ate1
ZNF414	Zfp414
C17orf50	1700020L24Rik
OSBPL10	Osbpl10
EIF4A1	Eif4a1
CTNNBL1	Ctnnbl1
KLF16	Klf16
U4	Gm26254
RNU4-5P	Gm26254
BACH2	Bach2
ABHD17A	Abhd17a
RPS27	Rps27rt
VSTM2L	Vstm2l
PRAM1	Pram1
USO1	Uso1
SLC24A5	Slc24a5
STT3B	Stt3b
SCAMP4	Scamp4
SNORD10	Gm25835
MMP28	Mmp28
GJA10	Gja10
HNRNPM	Hnrnpm
CASP8AP2	Casp8ap2
TTI1	Tti1
TLN2	Tln2
HNRNPA3	Hnrnpa3
ADAT3	Adat3
ADAT3	Gm49322
ECPAS	Ecpas
SENP3-EIF4A1	Senp3
SENP3	Senp3
CSNK1G2	Csnk1g2
SHH	Shh
SRRM4	Srrm4
NFE2L2	Nfe2l2
TAF15	Taf15
C9orf50	1700001O22Rik
ARL6IP1	Arl6ip1
BTBD2	Btbd2
PPEF2	Ppef2
TNFSF12-TNFSF13	Tnfsfm13
MARCHF2	Marchf2
MKNK2	Mknk2
SUDS3	Suds3
NSMCE4A	Nsmce4a
NINJ2	Ninj2
RNU6-921P	U6
RNU6-36P	U6
RNU6-27P	U6
B4GALNT3	B4galnt3
MAPT	Mapt
RPRD1B	Rprd1b
MOB3A	Mob3a
RNF32	Rnf32
ATP1A3	Atp1a3
IZUMO4	Izumo4
RNU6-421P	U6
RAB11B	Rab11b
CCDC77	Ccdc77
AP3D1	Ap3d1
ANAPC4	Anapc4
ANGPTL4	Angptl4
NTMT1	Ntmt1
KDM5A	Kdm5a
KANK3	Kank3
DOT1L	Dot1l
TGM2	Tgm2
CYTH2	Cyth2
FCRLA	Fcrla
MDN1	Mdn1
MIR190A	Mir190a
RPS28	Rps28
SLCO6A1	Slco6c1
GADL1	Gadl1
TNFSF13	Tnfsf13
NDUFA7	Ndufa7
PLEKHJ1	Plekhj1
ASB6	Asb6
IL17RA	Il17ra
NAAA	Naaa
CHST10	Chst10
TNFSF12	Tnfsf12
SF3A2	Sf3a2
TGFBR2	Tgfbr2
CD320	Cd320
TMEM121B	Tmem121b
PRRX2	Prrx2
HDHD5	Hdhd5
AMH	Amh
AGPS	Agps
SMIM40	Smim40-ps
KIFC1	Kifc1
JSRP1	Jsrp1
CECR2	Cecr2
MACIR	Macir
KANSL1	Kansl1
ZNF483	Zkscan16
PTGR1	Ptgr1
OAZ1	Oaz1
VPS13C	Vps13c
PKP1	Pkp1
SLC34A2	Slc34a2
LYRM2	Lyrm2
LINGO3	Lingo3
LSM7	Lsm7
SDAD1	Sdad1
NMS	Nms
DNAJC25-GNG10	Gm20503
SPPL2B	Sppl2b
SLC25A18	Slc25a18
GNG10	Gng10
SMIM40	Smim40
HEATR6	Heatr6
TRERF1	Trerf1
SHOC1	Shoc1
PDCL3	Pdcl3
LIPT2	Lipt2
ATP6V1E1	Atp6v1e1
KCNJ14	Kcnj14
ERBB4	Erbb4
UGCG	Ugcg
BCL2L13	Bcl2l13
TTC30B	Ttc30b
TTC30A	Ttc30b
KCNE3	Kcne3
PTGES	Ptges
BID	Bid
MRPS10	Mrps10
TTC30B	Ttc30a2
TTC30A	Ttc30a2
POLR2A	Polr2a
TTC30B	Ttc30a1
TTC30A	Ttc30a1
GRWD1	Grwd1
KIAA1755	D630003M21Rik
SUSD1	Susd1
MICAL3	Mical3
SEL1L3	Sel1l3
TMPRSS9	Tmprss9
TMEM68	Tmem68
FCGR2C	Fcgr2b
FCGR2B	Fcgr2b
FCGR2A	Fcgr2b
GRIK5	Grik5
GUCA1B	Guca1b
TOR1B	Tor1b
TIMM13	Timm13
GUCA1A	Guca1a
LMNB2	Lmnb2
TGS1	Tgs1
GUCA1ANB	1700001C19Rik
C6orf132	AI661453
PDE11A	Pde11a
CXCL9	Cxcl9
RORA	Rora
ANKRD6	Ankrd6
TAF8	Taf8
SMIM20	Smim20
SLC35G4	Slc35g3
SLC35G5	Slc35g3
SLC35G6	Slc35g3
SLC35G3	Slc35g3
LMBR1	Lmbr1
ZBTB4	Zbtb4
GADD45B	Gadd45b
FCGR3A	Fcgr4
FCGR3B	Fcgr4
ZNF574	Zfp574
GNG7	Gng7
GRIN2D	Grin2d
NPAS2	Npas2
TOR1A	Tor1a
ICE2	Ice2
CDC27	Cdc27
CCND3	Ccnd3
DIRAS1	Diras1
SLC39A3	Slc39a3
RBM45	Rbm45
IGFN1	Igfn1
PGM2L1	Pgm2l1
SGTA	Sgta
C9orf78	BC005624
ANXA2	Anxa2
DGKZ	Dgkz
ZIK1	Zik1
KDELR1	Kdelr1
NOM1	Nom1
FCGR2C	Fcgr3
FCGR2B	Fcgr3
FCGR2A	Fcgr3
CHRNB1	Chrnb1
MNX1	Mnx1
THOP1	Thop1
LYN	Lyn
FOXB1	Foxb1
UBE3C	Ube3c
BYSL	Bysl
HNF1B	Hnf1b
BNIP2	Bnip2
SMG1	Smg1
CREB3L3	Creb3l3
PEX26	Pex26
MED20	Med20
MAP2K2	Map2k2
MED20	Gm20517
USP49	Usp49
TAOK3	Taok3
TUBA8	Tuba8
USP18	Usp18
USP41	Usp18
TOMM6	Tomm6
RRAGD	Rragd
SLC6A13	Slc6a13
PRICKLE4	Gm21981
TMEM9	Tmem9
PRICKLE4	Prickle4
GTF2A2	Gtf2a2
FRS3	Frs3
FGF11	Fgf11
RPS20	Rps20
ZBTB7A	Zbtb7a
SLC6A12	Slc6a12
SNORD54	Gm24016
MOS	Mos
TMEM102	Tmem102
PLAG1	Plag1
PGC	Pgc
SPEM3	Gm39566
SPEM2	Spem2
SPEM1	Spem1
PIAS4	Pias4
DDX52	Ddx52
UBE2J1	Ube2j1
TRIM26	Trim26
GCNT3	Gcnt3
SYNGR4	Syngr4
RBMS3	Rbms3
P4HA3	P4ha3
ASCL5	Ascl5
PPIP5K2	Ppip5k2
MYL4	Myl4
GABRR2	Gabrr2
EEF2	Eef2
IQSEC3	Iqsec3
CHCHD7	Chchd7
TRIM15	Trim15
ABI1	Abi1
TRIM10	Trim10
SNORD37	Snord37
DAPK3	Dapk3
A2M	A2m
PPME1	Ppme1
NLGN2	Nlgn2
TRIM40	Trim40
TRIM31	Trim31
RNF39	Rnf39
TMEM143	Tmem143
VSIG10	Vsig10
TMEM256	Tmem256
TMEM256-PLSCR3	Tmem256
CPAMD8	Gm7298
PZP	Gm7298
GABRR1	Gabrr1
PPP1R11	Ppp1r11
ITGB3	Itgb3
UBA52	Gm11808
PM20D2	Pm20d2
CFAP126	Cfap126
NMRK2	Nmrk2
POLR1H	Polr1h
CPAMD8	Mug1
PZP	Mug1
ART3	Art3
SDR16C5	Sdr16c5
ATCAY	Atcay
NLRP4	Nlrp4b
SRSF12	Srsf12
TNIP1	Tnip1
PNRC1	Pnrc1
EMP3	Emp3
SPAG16	Spag16
HLA-C	2410137M14Rik
HLA-G	2410137M14Rik
HLA-F	2410137M14Rik
HLA-B	2410137M14Rik
HLA-A	2410137M14Rik
HLA-E	2410137M14Rik
PTBP3	Ptbp3
ZFR2	Zfr2
SYT17	Syt17
LOXL3	Loxl3
ZFP57	Zfp57
RNU6-1156P	Gm23422
RNU6-249P	Gm23422
SDHC	Sdhc
HTRA2	Htra2
MATK	Matk
U2AF1L4	U2af1l4
VWC2L	Vwc2l
GIN1	Gin1
AUP1	Aup1
TBC1D8	Tbc1d8
WSB2	Wsb2
MOG	Mog
CXCL10	Cxcl10
GABBR1	Gabbr1
CXCL11	Cxcl11
DQX1	Dqx1
DNAJB6	Dnajb6
TLX2	Tlx2
PCGF1	Pcgf1
BARD1	Bard1
PENK	Penk
U3	Gm24826
CNOT11	Cnot11
BPNT2	Bpnt2
RNGTT	Rngtt
FAM81A	Fam81a
MPZ	Mpz
LBX2	Lbx2
MRPL54	Mrpl54
CCDC142	Ccdc142
APBA3	Apba3
CCDC142	Gm42688
OR2H2	Olfr90
OR2H2	Olfr91
MRPL53	Mrpl53
OR2H2	Olfr92
MYO1E	Myo1e
MOGS	Mogs
OR2H2	Olfr93
PLSCR3	Plscr3
SNORD89	Snord89
FAM110B	Fam110b
PCP4L1	Pcp4l1
OR2H2	Olfr753-ps1
WBP1	Wbp1
RFC5	Rfc5
RNF149	Rnf149
ITPRIPL2	Itpripl2
UBD	Ubd
OR2I1P	Olfr94
OR10C1	Olfr95
CNR1	Cnr1
U2AF1L4	Gm49396
OR11A1	Olfr96
TJP3	Tjp3
HSDL2	Hsdl2
ABCA12	Abca12
TBXT	T
EFCAB13	Gm11639
INO80B-WBP1	Ino80b
INO80B	Ino80b
SPACA1	Spaca1
RTKN	Rtkn
NUP54	Nup54
CCNB2	Ccnb2
EFCAB3	Efcab3
KIAA1958	E130308A19Rik
AZI2	Azi2
BPI	Bpi
IGFLR1	Igflr1
RNU6-965P	Gm25362
CYP7A1	Cyp7a1
METTL2A	Mettl2
METTL2B	Mettl2
KSR2	Ksr2
INIP	Inip
COQ7	Coq7
RN7SKP194	7SK
CREG2	Creg2
SYNRG	Synrg
RBPJ	Rbpj
SNX30	Snx30
RFX8	Rfx8
WDR54	Wdr54
PIP5K1C	Pip5k1c
PAM	Pam
RNU6-550P	Gm25623
SLC46A2	Slc46a2
C2orf81	1700003E16Rik
ABCC6	Abcc6
DCTN1	Dctn1
MYEF2	Myef2
CMC1	Cmc1
AKIRIN2	Akirin2
U4	Gm22479
EOMES	Eomes
TACC2	Tacc2
SDCBP	Sdcbp
RNF111	Rnf111
RNU6-563P	U6
RNU6-556P	U6
ATIC	Atic
TNK1	Tnk1
NR1I3	Nr1i3
RNU6-673P	U6
RNU6-441P	U6
RNU6-1196P	U6
RNU6-429P	U6
GOLGA4	Golga4
SCARB2	Scarb2
TMEM95	Tmem95
KCTD11	Kctd11
DUSP14	Dusp14
IL6	Il6
CACTIN	Cactin
ACAP1	Acap1
CCKAR	Cckar
SLCO6A1	Slco6d1
ORC3	Orc3
SLTM	Sltm
FAM47E	Fam47e
FAM47E-STBD1	Fam47e
CTXN2	Ctxn2
TBXA2R	Tbxa2r
LBP	Lbp
TMC7	Tmc7
SLC4A5	Slc4a5
GIPC3	Gipc3
ANXA6	Anxa6
STBD1	Stbd1
TYMS	Tyms
RNU6-129P	Gm23434
TOMM40L	Tomm40l
HMG20B	Hmg20b
CREB3L1	Creb3l1
MTHFD2	Mthfd2
ITGA9	Itga9
GAREM2	Garem2
MOB1A	Mob1a
TBC1D19	Tbc1d19
CACNA1S	Cacna1s
BTBD16	Btbd16
BOLA3	Bola3
NSMAF	Nsmaf
HOXA4	Hoxa4
HOXA5	Hoxa5
SNORA71C	Gm24411
SNORA71A	Gm26003
SNORA71C	Gm23925
OSBPL6	Osbpl6
HOXA6	Hoxa6
NOMO2	Nomo1
NOMO1	Nomo1
NOMO3	Nomo1
HOXA7	Hoxa7
HADHA	Hadha
HOXA9	Hoxa9
CTDSPL	Ctdspl
MIR196B	Mir196b
HOXA10	Hoxa10
HOXA11	Hoxa11
MINDY2	Mindy2
TADA2A	Tada2a
CCDC158	Ccdc158
SFTPB	Sftpb
MFSD12	Mfsd12
RARS2	Rars2
USP39	Usp39
C19orf71	4930404N11Rik
C2orf68	0610030E20Rik
CCDC69	Ccdc69
MIR26A1	Mir26a-1
FZR1	Fzr1
ADAM10	Adam10
C2CD3	C2cd3
TMEM150A	Tmem150a
PRKRA	Prkra
PJVK	Pjvk
GM2A	Gm2a
CA8	Car8
STIM2	Stim2
LIPC	Lipc
FKBP7	Fkbp7
RAB2A	Rab2a
SLC35A1	Slc35a1
AQP9	Aqp9
VAMP5	Vamp5
RN7SKP43	7SK
CHD7	Chd7
VAMP8	Vamp8
GGCX	Ggcx
PLEKHA3	Plekha3
SLC36A3	Slc36a3
VILL	Vill
SNORA71E	Gm25187
RNU1-94P	Gm25513
SNORA60	Gm25129
USP20	Usp20
DOHH	Dohh
MAT2A	Mat2a
SLC36A2	Slc36a2
PCDH7	Pcdh7
CFAP206	Cfap206
NOS1	Nos1
KCNJ11	Kcnj11
HOXA1	Hoxa1
SMIM24	Smim24
APOA2	Apoa2
SLC36A1	Slc36a1
HOXA2	Hoxa2
KMT2B	Kmt2b
NFIC	Nfic
HOXA3	Hoxa3
C6orf163	Gm136
CLVS1	Clvs1
HOXA13	Hoxa13
FCER1G	Fcer1g
FAT2	Fat2
EVX1	Evx1
SMIM8	Smim8
PIK3C2G	Pik3c2g
ALDH1A2	Aldh1a2
ACACA	Acaca
ZNF292	Zfp292
CDH20	Cdh20
POLR2M	Polr2m
CGA	Cga
KIF21B	Kif21b
UCP3	Ucp3
MOB3B	Mob3b
PLCD1	Plcd1
IFNK	Ifnk
C9orf72	C9orf72
ZBTB32	Zbtb32
SLC12A1	Slc12a1
PLEKHA1	Plekha1
CELF5	Celf5
GCOM1	Myzap
MYZAP	Myzap
SAMD9L	Samd9l
NDUFS2	Ndufs2
HEPACAM2	Hepacam2
HADHB	Hadhb
LINGO2	Lingo2
MIR876	Mir876
MIR873	Mir873b
RNU6-205P	U6
RNU6-906P	U6
UPK1A	Upk1a
VPS50	Vps50
DLEC1	Dlec1
RNU1-89P	Gm25581
NCLN	Ncln
COX6B1	Cox6b1
RNU2-7P	Gm22850
C17orf78	Gm11437
ACO1	Aco1
RNF152	Rnf152
AATF	Aatf
ETV2	Etv2
HTRA1	Htra1
ADAMTS4	Adamts4
LHX1	Lhx1
ACAA1	Acaa1b
DDX58	Ddx58
UCP2	Ucp2
RNU6-889P	Gm23331
SPARC	Sparc
SLC22A14	Slc22a14
INAVA	Inava
G6PD	G6pd2
S1PR4	S1pr4
GNA15	Gna15
ADGRF3	Adgrf3
SLC22A13	Slc22a13
SHROOM3	Shroom3
GNA11	Gna11
RALGAPB	Ralgapb
ABCC8	Abcc8
SLC22A13	Slc22a13b
GPR25	Gpr25
PIGN	Pign
TLE5	Tle5
CGNL1	Cgnl1
TOPORS	Topors
MRM1	Mrm1
NDUFB6	Ndufb6
ATOX1	Atox1
ASPH	Asph
TLE2	Tle2
DHRS11	Dhrs11
G3BP1	G3bp1
RBM42	Rbm42
CALCR	Calcr
TLK2	Tlk2
CAMSAP2	Camsap2
ZNF551	Zfp551
RNU6-1215P	Gm25521
SOWAHB	Sowahb
Y_RNA	Gm24379
ADIG	Adig
FBXO21	Fbxo21
OXSR1	Oxsr1
DUT	Dut
DNAJB13	Dnajb13
MIR489	Mir489
TFPI2	Tfpi2
ARHGAP40	Arhgap40
GNGT1	Gngt1
COA4	Coa4
GNG11	Gng11
ZNF606	Zfp606
MYD88	Myd88
SLC32A1	Slc32a1
DDX59	Ddx59
TLE6	Tle6
ACTR5	Actr5
TMC5	Tmc5
SELENOI	Selenoi
CASD1	Casd1
KIF14	Kif14
ACAA1	Acaa1a
FBN1	Fbn1
ARAP2	Arap2
ZNF77	BC025920
SGCE	Sgce
SIRT6	Sirt6
ZNF281	Zfp281
DTHD1	Dthd1
TESC	Tesc
ANKRD24	Ankrd24
NR5A2	Nr5a2
XYLB	Xylb
DRC1	Drc1
PPP1R16B	Ppp1r16b
C19orf18	2900092C05Rik
GDE1	Gde1
RNU6-497P	Gm25609
RNU6-898P	Gm25609
RNU6-696P	Gm25609
RNU6-1165P	Gm25609
NWD2	Nwd2
MAP4K4	Map4k4
FBXW8	Fbxw8
MRPL48	Mrpl48
CEP152	Cep152
ACVR2B	Acvr2b
PEG10	Peg10
C4orf19	0610040J01Rik
GLRA1	Glra1
FAM83D	Fam83d
PPP1R9A	Ppp1r9a
HAUS5	Haus5
HRK	Hrk
SHC4	Shc4
RELL1	Rell1
C2orf16	4932415D10Rik
EXOG	Exog
EID1	Eid1
ACBD5	Acbd5
PGM2	Pgm2
NMUR2	Nmur2
SNORD1C	Gm24253
MRC2	Mrc2
TDG	Tdg
SCN5A	Scn5a
RNFT2	Rnft2
PMIS2	Pmis2
DMBT1	Dmbt1
PON1	Pon1
PON3	Pon3
SEPTIN11	Septin11
NEURL4	Neurl4
TMEM215	Tmem215
APTX	Aptx
PON2	Pon2
ASB4	Asb4
GLT8D2	Glt8d2
PDK4	Pdk4
DYNC1I1	Dync1i1
SCN10A	Scn10a
C10orf120	4933402N03Rik
GDF6	Gdf6
CCP110	Ccp110
C8orf37	2610301B20Rik
SPRING1	Spring1
HCFC2	Hcfc2
DNAJA1	Dnaja1
CCNI	Ccni
NFYB	Nfyb
RAB6A	Rab6a
CCNG2	Ccng2
TXNRD1	Txnrd1
PLEKHF2	Plekhf2
NDUFAF6	Ndufaf6
PRAMEF15	Pramel33
PRAMEF2	Pramel33
PRAMEF9	Pramel33
PRAMEF26	Pramel33
PRAMEF17	Pramel33
PRAMEF19	Pramel33
PRAMEF6	Pramel33
PRAMEF20	Pramel33
PRAMEF18	Pramel33
PRAMEF10	Pramel33
PRAMEF8	Pramel33
PRAMEF1	Pramel33
PRAMEF12	Pramel33
PRAMEF25	Pramel33
PRAMEF14	Pramel33
PRAMEF4	Pramel33
PRAMEF11	Pramel33
PRAMEF7	Pramel33
PRAMEF13	Pramel33
PRAMEF5	Pramel33
PRAMEF33	Pramel33
PRAMEF27	Pramel33
PRAMEF15	Pramel34
PRAMEF2	Pramel34
PRAMEF9	Pramel34
PRAMEF26	Pramel34
PRAMEF17	Pramel34
PRAMEF19	Pramel34
PRAMEF6	Pramel34
PRAMEF20	Pramel34
PRAMEF18	Pramel34
PRAMEF10	Pramel34
PRAMEF8	Pramel34
PRAMEF1	Pramel34
PRAMEF12	Pramel34
PRAMEF25	Pramel34
PRAMEF14	Pramel34
PRAMEF4	Pramel34
PRAMEF11	Pramel34
PRAMEF7	Pramel34
PRAMEF13	Pramel34
PRAMEF5	Pramel34
PRAMEF33	Pramel34
PRAMEF27	Pramel34
SCN11A	Scn11a
PHF21A	Phf21a
SMU1	Smu1
MED13L	Med13l
MIR181A1	Mir181a-1
MIR181B1	Mir181b-1
RELCH	Relch
ZSCAN18	Zscan18
TCF12	Tcf12
SDHAF3	Sdhaf3
TP53INP1	Trp53inp1
CUZD1	Cuzd1
TAC1	Tac1
ZNF329	Zfp329
MARCHF10	Marchf10
B4GALT1	B4galt1
ATP4A	Atp4a
EID3	Eid3
CHST11	Chst11
ASNS	Asns
SLC41A2	Slc41a2
SPINK4	Spink4
GPS2	Gps2
CCNE2	Ccne2
C12orf45	D10Wsu102e
PRAMEF15	Pramel35
PRAMEF2	Pramel35
PRAMEF9	Pramel35
PRAMEF26	Pramel35
PRAMEF17	Pramel35
PRAMEF19	Pramel35
PRAMEF6	Pramel35
PRAMEF20	Pramel35
PRAMEF18	Pramel35
PRAMEF10	Pramel35
PRAMEF8	Pramel35
PRAMEF1	Pramel35
PRAMEF12	Pramel35
PRAMEF25	Pramel35
PRAMEF14	Pramel35
PRAMEF4	Pramel35
PRAMEF11	Pramel35
PRAMEF7	Pramel35
PRAMEF13	Pramel35
PRAMEF5	Pramel35
PRAMEF33	Pramel35
PRAMEF27	Pramel35
PRAMEF15	Pramel36
PRAMEF2	Pramel36
PRAMEF9	Pramel36
PRAMEF26	Pramel36
PRAMEF17	Pramel36
PRAMEF19	Pramel36
PRAMEF6	Pramel36
PRAMEF20	Pramel36
PRAMEF18	Pramel36
PRAMEF10	Pramel36
PRAMEF8	Pramel36
PRAMEF1	Pramel36
PRAMEF12	Pramel36
PRAMEF25	Pramel36
PRAMEF14	Pramel36
PRAMEF4	Pramel36
PRAMEF11	Pramel36
PRAMEF7	Pramel36
PRAMEF13	Pramel36
PRAMEF5	Pramel36
PRAMEF33	Pramel36
PRAMEF27	Pramel36
C1GALT1	C1galt1
ALDH1L2	Aldh1l2
MIOS	Mios
PRAMEF15	Pramel37
PRAMEF2	Pramel37
PRAMEF9	Pramel37
PRAMEF26	Pramel37
PRAMEF17	Pramel37
PRAMEF19	Pramel37
PRAMEF6	Pramel37
PRAMEF20	Pramel37
PRAMEF18	Pramel37
PRAMEF10	Pramel37
PRAMEF8	Pramel37
PRAMEF1	Pramel37
PRAMEF12	Pramel37
PRAMEF25	Pramel37
PRAMEF14	Pramel37
PRAMEF4	Pramel37
PRAMEF11	Pramel37
PRAMEF7	Pramel37
PRAMEF13	Pramel37
PRAMEF5	Pramel37
PRAMEF33	Pramel37
PRAMEF27	Pramel37
RPA3	Rpa3
PRAMEF15	Gm6351
PRAMEF2	Gm6351
PRAMEF9	Gm6351
PRAMEF26	Gm6351
PRAMEF17	Gm6351
PRAMEF19	Gm6351
PRAMEF6	Gm6351
PRAMEF20	Gm6351
PRAMEF18	Gm6351
PRAMEF10	Gm6351
PRAMEF8	Gm6351
PRAMEF1	Gm6351
PRAMEF12	Gm6351
PRAMEF25	Gm6351
PRAMEF14	Gm6351
PRAMEF4	Gm6351
PRAMEF11	Gm6351
PRAMEF7	Gm6351
PRAMEF13	Gm6351
PRAMEF5	Gm6351
PRAMEF33	Gm6351
PRAMEF27	Gm6351
ZNF274	Zfp110
SFI1	Sfi1
UMAD1	Umad1
PRAMEF15	Pramel38
PRAMEF2	Pramel38
PRAMEF9	Pramel38
PRAMEF26	Pramel38
PRAMEF17	Pramel38
PRAMEF19	Pramel38
PRAMEF6	Pramel38
PRAMEF20	Pramel38
PRAMEF18	Pramel38
PRAMEF10	Pramel38
PRAMEF8	Pramel38
PRAMEF1	Pramel38
PRAMEF12	Pramel38
PRAMEF25	Pramel38
PRAMEF14	Pramel38
PRAMEF4	Pramel38
PRAMEF11	Pramel38
PRAMEF7	Pramel38
PRAMEF13	Pramel38
PRAMEF5	Pramel38
PRAMEF33	Pramel38
PRAMEF27	Pramel38
PRAMEF15	Pramel39
PRAMEF2	Pramel39
PRAMEF9	Pramel39
PRAMEF26	Pramel39
PRAMEF17	Pramel39
PRAMEF19	Pramel39
PRAMEF6	Pramel39
PRAMEF20	Pramel39
PRAMEF18	Pramel39
PRAMEF10	Pramel39
PRAMEF8	Pramel39
PRAMEF1	Pramel39
PRAMEF12	Pramel39
PRAMEF25	Pramel39
PRAMEF14	Pramel39
PRAMEF4	Pramel39
PRAMEF11	Pramel39
PRAMEF7	Pramel39
PRAMEF13	Pramel39
PRAMEF5	Pramel39
PRAMEF33	Pramel39
PRAMEF27	Pramel39
UMAD1	Gm45062
TBC1D1	Tbc1d1
WASHC4	Washc4
GLCCI1	Glcci1
ZNF8	Zfp128
BAG1	Bag1
ZSCAN22	Zscan22
C10orf88	2310057M21Rik
IL1R2	Il1r2
ICA1	Ica1
TMEM147	Tmem147
CHMP5	Chmp5
TNFRSF11A	Tnfrsf11a
MASTL	Mastl
APPL2	Appl2
INTS8	Ints8
XKR4	Xkr4
RPS5	Rps5
SECISBP2L	Secisbp2l
RP1	Rp1
IL1R1	Il1r1
PSTK	Pstk
PRAMEF15	Pramel40
PRAMEF2	Pramel40
PRAMEF9	Pramel40
PRAMEF26	Pramel40
PRAMEF17	Pramel40
PRAMEF19	Pramel40
PRAMEF6	Pramel40
PRAMEF20	Pramel40
PRAMEF18	Pramel40
PRAMEF10	Pramel40
PRAMEF8	Pramel40
PRAMEF1	Pramel40
PRAMEF12	Pramel40
PRAMEF25	Pramel40
PRAMEF14	Pramel40
PRAMEF4	Pramel40
PRAMEF11	Pramel40
PRAMEF7	Pramel40
PRAMEF13	Pramel40
PRAMEF5	Pramel40
PRAMEF33	Pramel40
PRAMEF27	Pramel40
PRAMEF15	AA792892
PRAMEF2	AA792892
PRAMEF9	AA792892
PRAMEF26	AA792892
PRAMEF17	AA792892
PRAMEF19	AA792892
PRAMEF6	AA792892
PRAMEF20	AA792892
PRAMEF18	AA792892
PRAMEF10	AA792892
PRAMEF8	AA792892
PRAMEF1	AA792892
PRAMEF12	AA792892
PRAMEF25	AA792892
PRAMEF14	AA792892
PRAMEF4	AA792892
PRAMEF11	AA792892
PRAMEF7	AA792892
PRAMEF13	AA792892
PRAMEF5	AA792892
PRAMEF33	AA792892
PRAMEF27	AA792892
YME1L1	Yme1l1
RNF225	Rnf225
SOX17	Sox17
PRAMEF15	Pramel41
PRAMEF2	Pramel41
PRAMEF9	Pramel41
PRAMEF26	Pramel41
PRAMEF17	Pramel41
PRAMEF19	Pramel41
PRAMEF6	Pramel41
PRAMEF20	Pramel41
PRAMEF18	Pramel41
PRAMEF10	Pramel41
