ODC_0	ODC_1	ODC_2	ODC_5	ODC_6	IBD-AP_0	PSO-AP_0	RA_AP_0	RA_AP_2	CTR_0	MP-ST_0	MP-ST_2	MP-ST_3	MP-ST_5	MP-ST_6	MP-TA_0	BRE-ST_0	BRE-ST_1	COL_0	COL_2	MM-ST_0	UM-ST_0	UM-ST_1
FGFR3c ligand binding and activation	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.715710016031252	0.699633980255222	0.809454639355331	0.640079009502174	0.699993838129526	0.720985122140579	0.707165026405888	0.735253056064481	0.7399431432626	0.734856402965439	0.649170570434333	0.0142874927359039	0.760878971270927	0.621705436224801	0.713678422445995	0.729325199894777	0.638412918974226
NOSTRIN mediated eNOS trafficking	0.743578027497961	0.750668106458155	0.782820467406166	0.748896478963991	0.760410718318116	0.410946178209029	0.793562054405034	0.365020340213811	0.628503084381425	0.0742750465191129	0.111717847241758	0.11206132487912	0.12501165584261	0.185876273730673	0.26771416618082	0.61380143729561	0.65507705879427	0.435943237269256	0.6893433082895	0.131248419600769	0.711878826193179	0.346161496767619	0.340198431384188
FGFR1c ligand binding and activation	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.722260654367197	0.710661479479904	0.710826341080201	0.765550652362701	0.661626885905712	0.721032588992258	0.7309192032847	0.70942987000812	0.711720766651507	0.721344033374779	0.99936320502732	0.656691282905646	0.00928136558538005	0.99936320502732	0.668202846401288	0.714006889278005	0.99936320502732	0.656459689201166
FGFR1c and Klotho ligand binding and activation	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.234992309585651	0.731696443849543	0.729614517507065	0.721549064182848	0.643120162438396	0.72313212482346	0.733923062789063	0.733112535916723	0.722456733725925	0.66661794878861	0.99936320502732	0.657435502086479	0.416708204711124	0.99936320502732	0.725550622593413	0.710297308635964	0.99936320502732	0.700535801906552
Inhibition of replication initiation of damaged DNA by RB1/E2F1	0.425243959003638	0.163441311111912	0.160055326567985	0.163174167418402	0.165996100269231	0.353330134973231	0.99936320502732	0.761484321915506	0.759604050125277	0.600880019140032	0.705865086607254	0.756217287993008	0.761503797870683	0.84248211519592	0.249250567600761	0.806283496867514	0.661604436689437	0.200492502484769	0.296256530041661	0.104774162051021	0.703693252625257	0.758208086598166	0.335439407560636
TLR3-mediated TICAM1-dependent programmed cell death	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.0155313540847968	0.0767658093106604	0.186781959324325	0.00255485262147408	0.00527981355453889	0.0469974930362917	0.145033920756962	0.149297637311565	0.238944846969501	0.0150379116561097	0.734117635287934	0.661640182972757	0.00374167452079587	0.642575898455264	0.00935589286322772	0.677100781947894	0.736724542775302	0.0423744193143144
SMAC, XIAP-regulated apoptotic response	0.99936320502732	0.224372014926655	0.308817952904161	0.344800785365059	0.318417493761156	0.547558235421881	0.288659057510515	0.701668958828176	0.750211208031878	0.0117200765937389	0.730180720355413	0.0301903292813424	0.03566613364505	0.0317942939800682	0.0157598924575142	0.696652938828998	0.662283244975707	0.0186661347532448	0.0303497688341618	0.0167626266122232	0.134593384067421	0.99936320502732	0.0299298167096074
Transport of Mature mRNAs Derived from Intronless Transcripts	0.648613111096321	0.650384339895856	0.634232124019776	0.646807412874619	0.653308793046671	0.747738433243155	0.99936320502732	0.727141738302446	0.714014021266404	0.514021472527154	0.99936320502732	0.77885246898657	0.73780439945905	0.754958852181468	0.748624956304625	0.603310244951906	0.662537305805078	0.673213023655253	0.757638723633268	0.289469867357648	0.398822229511268	0.747397563870997	0.306289812165347
Activation of caspases through apoptosome-mediated cleavage	0.99936320502732	0.288058374421738	0.336117032711525	0.314750188136021	0.271431780206496	0.675370616226889	0.681010746681172	0.690110552433534	0.686109967367624	0.00593169400941048	0.714640239203767	0.0189356094829073	0.021005628753428	0.0172366901082487	0.00996839200717809	0.721641652890801	0.663359875135261	0.0142168467257395	0.0188826605808762	0.0120545089877015	0.0719086162715799	0.99936320502732	0.0418277631997357
Transport of Mature mRNA Derived from an Intronless Transcript	0.659402710710146	0.63775400060046	0.63776359150648	0.633941429949228	0.651136872438046	0.765917308196274	0.99936320502732	0.723511025233786	0.721607327160565	0.501085493507102	0.99936320502732	0.757128088952523	0.804023949279775	0.762697203904456	0.765084522282882	0.595971339745474	0.664978014270319	0.657563395439611	0.811159204423408	0.34285336560009	0.423693925524373	0.749886239409944	0.343725920942178
Cargo trafficking to the periciliary membrane	0.792316979065848	0.788544006871191	0.803669400173372	0.785974797775095	0.817915927152867	0.0993180952333281	0.799138230405695	0.646893913845956	0.63806237409494	0.00505199097907478	0.336111303774583	0.0299060998250566	0.0189380649077783	0.00633790642441164	0.000488532607886308	0.202263212260032	0.665480838249962	0.013195950897997	0.551491221682849	0.00281243540896611	0.00547590082302667	0.00895579036797468	0.00670055294481841
Rev-mediated nuclear export of HIV RNA	0.655185027910459	0.158318790363981	0.14753756979646	0.196992970567846	0.179419800577435	0.88053455418845	0.240482518604841	0.767894529994267	0.774242984074053	0.0243497477127942	0.70944270457717	0.405936466093073	0.156733374278291	0.178556023569673	0.499842022669349	0.633870997905073	0.666432723856953	0.208400143853758	0.387354545331657	0.533408716459189	0.422627838370852	0.785091477363761	0.102111323905451
Acetylcholine binding and downstream events	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.677807518231324	0.67705396745109	0.0168740915964119	0.99936320502732	0.99936320502732	0.99936320502732	0.687130226488362	0.538228623263245	0.697510777812642	0.667323392191913	0.311226640135751	0.99936320502732	0.689386806432982	0.61415132343873	0.99936320502732	0.699363343910212
SMAC (DIABLO) binds to IAPs 	0.99936320502732	0.273761518356845	0.283451831387809	0.324647428802766	0.35209806869567	0.531965140473786	0.182612278905353	0.687581884181957	0.712982495881888	0.0109735178509736	0.72249259722141	0.0241888848851113	0.0192812049797939	0.0404072776633217	0.0170988227052456	0.709759157950743	0.668583076412517	0.0129399647103422	0.0083278471822695	0.0173097923606099	0.0942135807501248	0.99936320502732	0.0294316681034377
Postsynaptic nicotinic acetylcholine receptors	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.683845129869767	0.666898762515437	0.0225970967419025	0.99936320502732	0.99936320502732	0.99936320502732	0.70336602518243	0.519737302104547	0.683011968657633	0.670103868236031	0.314849384251902	0.99936320502732	0.672212306769474	0.612751349870674	0.99936320502732	0.67044446209183
Signaling by activated point mutants of FGFR1	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.714575409627909	0.724693090168796	0.72098262265311	0.735036203981511	0.652696843002163	0.751023936820519	0.733513830983017	0.7367746437345	0.720222908347409	0.720255950870417	0.99936320502732	0.670181453447079	0.015292228268549	0.99936320502732	0.661322101113398	0.713057809161589	0.99936320502732	0.651899830738301
Cation-coupled Chloride cotransporters	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.673246439067489	0.667512372596191	0.66371302979398	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.679180249152217	0.670248770179048	0.664799318696288	0.99936320502732	0.667890569488314	0.664402398624151	0.99936320502732	0.690950902852176
COPI-independent Golgi-to-ER retrograde traffic	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.620886452773817	0.625378778222927	0.342689700757577	0.615785488893162	0.607594132719755	0.568529733552647	0.50401688916062	0.187566074228244	0.642758097828712	0.670814159267338	0.151924838799756	0.99936320502732	0.52285255059868	0.548641785026413	0.99936320502732	0.791042077286055
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	0.793139038450625	0.74351847594665	0.792053770650307	0.734473203262024	0.850317657254973	0.0121785191097484	0.775905256053583	0.406330184924622	0.281049723348394	0.0276350958708709	0.772049335020717	0.741926417370575	0.608916951854968	0.664789986400289	0.11895247286106	0.738986475892373	0.671213964105331	0.128653875173813	0.807879426759374	0.495308314602847	0.777199753143068	0.690139069070313	0.0656697423838215
FGFR2 ligand binding and activation	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.733351940318994	0.709528804406406	0.721942854463147	0.725030617576295	0.631516104094651	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.702076059591508	0.71229954130265	0.672325231247526	0.00697648444979182	0.99936320502732	0.637675703510504	0.696886380800795	0.730714898296008	0.652932512435139
RUNX3 Regulates Immune Response and Cell Migration	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.555260217174051	0.550713393939099	0.689764139096031	0.669485322473075	0.33640594702281	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.673042852323852	0.421996618409458	0.99936320502732	0.669295700775722	0.658986828353131	0.99936320502732	0.250007452341361
Transport of the SLBP independent Mature mRNA	0.671474691069868	0.6431018087033	0.651944872895384	0.642779109400189	0.647380286142978	0.797939746856327	0.99936320502732	0.765436253399365	0.774469884612876	0.505697904613125	0.99936320502732	0.74550966590068	0.774246049145222	0.751302927466724	0.781316826326989	0.607549443104439	0.673535820876188	0.683935200562016	0.760814605132601	0.338115138364568	0.357471333077408	0.776338182489662	0.373664283464182
Estrogen biosynthesis	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.658953791793155	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.674152248851791	0.672700152190267	0.99936320502732	0.663037479853455	0.99936320502732	0.99936320502732	0.99936320502732
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	0.774164638540182	0.774538839942055	0.761269248696697	0.731236195528527	0.789055110047063	0.00953760832842357	0.755765313801705	0.37940650339851	0.360394756733762	0.0245056223625206	0.767499947888789	0.729678578535832	0.664411647092363	0.661261051968795	0.14721601950918	0.729111207587084	0.675851983278778	0.132256409989996	0.786080743879359	0.508291352493207	0.776269826294979	0.658037724470871	0.0941636331993934
FGFR3 ligand binding and activation	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.718653836715216	0.71017049748706	0.699794584710019	0.664989008654436	0.705950467404945	0.710035400249864	0.70734992196788	0.693928692104634	0.755379835401808	0.687251685931359	0.676075641217878	0.0135297117594636	0.711875552287205	0.659605903739221	0.739092008796321	0.712436148956081	0.637902461539619
FGFR1b ligand binding and activation	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.73543207808567	0.721061236982109	0.71560688911224	0.710953789342116	0.668004218225629	0.726438160284547	0.723409952317871	0.735892668279904	0.73646230276042	0.705234399717343	0.99936320502732	0.67639256742068	0.0506267033402189	0.99936320502732	0.670139490957493	0.733212635357775	0.99936320502732	0.662002355022555
Signaling by activated point mutants of FGFR3	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.749767006656291	0.73832239943291	0.70003812679104	0.641890317424088	0.707477173952553	0.715060196866303	0.705145452938011	0.707182509897497	0.696607933592241	0.707606705497136	0.679060590785585	0.0113897161455565	0.727939740142521	0.654699090932001	0.69541768563814	0.727567904096666	0.655327303151788
MET Receptor Activation	0.612965090676875	0.36691953754429	0.376457825826797	0.634212729310554	0.635429880686943	0.99936320502732	0.374873668070264	0.711803443490689	0.698763248971667	0.41560262539815	0.582821150822727	0.486166359495822	0.498644485253772	0.498965467894371	0.514297625252743	0.758680078133719	0.680726659283575	0.525092672250188	0.785926651401171	0.397741199644945	0.425038674718443	0.541104066680949	0.356256303338737
Defective factor XII causes hereditary angioedema	0.707299846676081	0.688064986223469	0.684032762566242	0.687428554871026	0.71732603348641	0.692949796424491	0.684146231367312	0.695527769326752	0.679910637067565	0.725444223440005	0.688787752850114	0.707379836259701	0.694908767057661	0.685976202990563	0.699394312753706	0.698465123502739	0.680841018636658	0.706141885104066	0.697624148887514	0.702509123954866	0.698322794561378	0.703492887319112	0.715157560082935
FGFR4 ligand binding and activation	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.711243886057138	0.710295670493071	0.777425212331741	0.733239479324592	0.609964328840579	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.718633465479999	0.726891402633208	0.6817730832503	0.00396045162834613	0.836580636902059	0.710792911375091	0.718729158556061	0.719934048821969	0.649019621964335
Transport of the SLBP Dependant Mature mRNA	0.649763629394365	0.658023865399874	0.656393412621171	0.633120179895743	0.653273798726225	0.778287365871755	0.99936320502732	0.757958507262176	0.766442751319126	0.5123258624955	0.99936320502732	0.751345522946023	0.748718542567368	0.76348558020399	0.769460972210774	0.599528894320768	0.681925959943646	0.678775091187219	0.73314831500608	0.346928440373489	0.372045246093726	0.746618399057796	0.416726906274019
Chylomicron assembly	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.99936320502732	0.634227412543773	0.621661307889964	0.68276543112864	0.693064532492406	0.312319127910319	0.625548895952683	0.615664933897631	0.630294366088077	0.62532454952453	0.616487912747561	0.705503008729118	0.68230954570393	0.547688873214064	0.99936320502732	0.500816718652763	0.99936320502732	0.99936320502732	0.323443584838738
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	0.594452750425102	0.581268677223016	0.576049309947691	0.581752080723993	0.565040672488586	0.70888897540252	0.591629881010845	0.0426575048044136	0.0343529531951622	0.0738670656583392	0.663977823907264	0.697952446341378	0.659077110901147	0.668007836515742	0.485152355709169	0.557222401792862	0.682605156085174	0.0621560786950739	0.691154400630771	0.0776825532745693	0.347377733494184	0.99936320502732	0.134640772804619
