#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
TISSUES	BTO:0000575	Hepatocyte	2	13	1.87	0.0102	9606.ENSP00000273550,9606.ENSP00000385675	FTH1,IL6
TISSUES	BTO:0001489	Whole body	37	13099	0.13	0.0104	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000453177,9606.ENSP00000498596	HMOX1,TGFB1,HLF,TICAM1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,SLC7A11,CALR,NLRP3,ACSL4,HMGB1,FN1,ACSL3,ATL1,S100A4,ATG5,TLR4,SLC3A2,JAK2,MMRN1,NFE2L2,IL6,TF,CD8A,KDM8,CD44,CD36,HIF1A,BDKRB2,TRIM69,STING1
TISSUES	BTO:0001307	Stomach	5	312	0.89	0.0112	9606.ENSP00000273550,9606.ENSP00000339787,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000398632	FTH1,ACSL4,FN1,SLC3A2,CD44
TISSUES	BTO:0003861	Inflammatory cell	2	14	1.84	0.0113	9606.ENSP00000385675,9606.ENSP00000386559	IL6,CD8A
TISSUES	BTO:0000100	Astrocytoma cell	3	72	1.3	0.0114	9606.ENSP00000269305,9606.ENSP00000398632,9606.ENSP00000437955	TP53,CD44,HIF1A
TISSUES	BTO:0001488	Endocrine gland	24	6403	0.26	0.0121	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000453177	TGFB1,HSPB1,SLC40A1,NOX4,STAT3,TP53,FTH1,ATM,CALR,ACSL4,HMGB1,FN1,ACSL3,S100A4,TLR4,SLC3A2,IL6,TF,CD8A,KDM8,CD44,CD36,HIF1A,TRIM69
TISSUES	BTO:0000078	Microglia	2	15	1.81	0.0124	9606.ENSP00000363089,9606.ENSP00000385675	TLR4,IL6
TISSUES	BTO:0000453	Fibroblast cell line	3	75	1.28	0.0124	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000357704	TGFB1,TP53,S100A4
TISSUES	BTO:0000751	Leukocyte	8	924	0.62	0.0124	9606.ENSP00000263980,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632	SLC9A1,ATM,FN1,S100A4,TLR4,IL6,CD8A,CD44
TISSUES	BTO:0000775	Lymphocyte	7	698	0.68	0.0124	9606.ENSP00000263980,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632	SLC9A1,ATM,FN1,S100A4,IL6,CD8A,CD44
TISSUES	BTO:0001472	Peritoneum	2	15	1.81	0.0124	9606.ENSP00000385675,9606.ENSP00000386559	IL6,CD8A
TISSUES	BTO:0004520	Regulatory T-lymphocyte	2	15	1.81	0.0124	9606.ENSP00000385675,9606.ENSP00000386559	IL6,CD8A
TISSUES	BTO:0004254	Cancer stem cell	2	16	1.78	0.0131	9606.ENSP00000269305,9606.ENSP00000398632	TP53,CD44
TISSUES	BTO:0000161	Lung fibroblast cell line	2	17	1.75	0.0142	9606.ENSP00000221930,9606.ENSP00000269305	TGFB1,TP53
TISSUES	BTO:0001539	Parenchyma	2	18	1.73	0.0157	9606.ENSP00000346839,9606.ENSP00000385675	FN1,IL6
TISSUES	BTO:0005288	CL-48 cell	4	200	0.98	0.0165	9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000380252,9606.ENSP00000385834	ATG5,TLR4,NFE2L2,TF
TISSUES	BTO:0000801	Macrophage	3	89	1.21	0.0181	9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000386559	TLR4,IL6,CD8A
TISSUES	BTO:0000121	Bile	2	20	1.68	0.0185	9606.ENSP00000248923,9606.ENSP00000385834	GGT1,TF
TISSUES	BTO:0001686	Joint	2	20	1.68	0.0185	9606.ENSP00000385675,9606.ENSP00000398632	IL6,CD44
TISSUES	BTO:0000282	Head	24	6642	0.24	0.0190	9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000437955,9606.ENSP00000453177	TGFB1,HLF,HSPB1,STAT3,TP53,FTH1,ATM,SLC7A11,CALR,ACSL4,HMGB1,FN1,ACSL3,ATL1,ATG5,TLR4,SLC3A2,JAK2,NFE2L2,IL6,TF,CD44,HIF1A,TRIM69
TISSUES	BTO:0001043	Adult	2	21	1.66	0.0198	9606.ENSP00000385675,9606.ENSP00000386559	IL6,CD8A
TISSUES	BTO:0000573	Artery	4	219	0.94	0.0219	9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000346839,9606.ENSP00000385675	SLC40A1,NOX4,FN1,IL6
TISSUES	BTO:0001486	Skeletal system	9	1307	0.52	0.0239	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000273550,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000378431,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743	TGFB1,HSPB1,FTH1,FN1,SLC3A2,MMRN1,TF,CD44,CD36
TISSUES	BTO:0000289	Cytotoxic T-lymphocyte	2	25	1.58	0.0267	9606.ENSP00000346839,9606.ENSP00000386559	FN1,CD8A
TISSUES	BTO:0001177	Retinal pigment epithelium	2	25	1.58	0.0267	9606.ENSP00000346839,9606.ENSP00000398632	FN1,CD44
TISSUES	BTO:0000737	Leukemia cell line	3	108	1.13	0.0288	9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675	TLR4,JAK2,IL6
TISSUES	BTO:0001484	Nervous system	22	6016	0.24	0.0314	9606.ENSP00000226067,9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000437955,9606.ENSP00000453177	HLF,HSPB1,STAT3,TP53,FTH1,ATM,CALR,HMGB1,FN1,ACSL3,ATL1,ATG5,TLR4,SLC3A2,JAK2,MMRN1,NFE2L2,IL6,TF,CD44,HIF1A,TRIM69
TISSUES	BTO:0001958	Embryonic fibroblast cell line	2	28	1.54	0.0317	9606.ENSP00000269305,9606.ENSP00000357704	TP53,S100A4
TISSUES	BTO:0002417	Helper T-lymphocyte	2	28	1.54	0.0317	9606.ENSP00000385675,9606.ENSP00000386559	IL6,CD8A
TISSUES	BTO:0001422	Uterine endometrium	3	124	1.07	0.0405	9606.ENSP00000269305,9606.ENSP00000351155,9606.ENSP00000358072	TP53,ATL1,ATG5
TISSUES	BTO:0001441	Marrow cell	3	124	1.07	0.0405	9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000398632	TLR4,IL6,CD44
TISSUES	BTO:0000142	Brain	21	5733	0.25	0.0414	9606.ENSP00000226067,9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000437955,9606.ENSP00000453177	HLF,HSPB1,STAT3,TP53,FTH1,ATM,CALR,HMGB1,FN1,ACSL3,ATL1,ATG5,TLR4,SLC3A2,JAK2,NFE2L2,IL6,TF,CD44,HIF1A,TRIM69
TISSUES	BTO:0000878	Mononuclear cell	3	130	1.04	0.0452	9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000386559	TLR4,IL6,CD8A
TISSUES	BTO:0000166	Cecum	2	35	1.44	0.0454	9606.ENSP00000345347,9606.ENSP00000385675	HMGB1,IL6
TISSUES	BTO:0000551	Lung cancer cell	3	131	1.04	0.0455	9606.ENSP00000269305,9606.ENSP00000367123,9606.ENSP00000386559	TP53,SLC3A2,CD8A
TISSUES	BTO:0000782	T-lymphocyte	4	279	0.84	0.0462	9606.ENSP00000346839,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632	FN1,IL6,CD8A,CD44
TISSUES	BTO:0000586	Colonic cancer cell	4	280	0.84	0.0464	9606.ENSP00000248553,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000398632	HSPB1,FTH1,CALR,CD44
COMPARTMENTS	GOCC:0016020	Membrane	31	5715	0.42	2.20e-06	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,GGT1,SLC40A1,NOX4,SLC9A1,STAT3,SLC7A11,CALR,PDCD1,NLRP3,ACSL4,HMGB1,FN1,ACSL3,ATL1,ATG5,TLR4,SLC3A2,JAK2,ASAH2,NFE2L2,IL6,TF,CD8A,CD44,CD36,BDKRB2,AIFM2,STING1
COMPARTMENTS	GOCC:0016021	Integral component of membrane	17	1507	0.73	3.29e-06	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000346839,9606.ENSP00000351155,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000498596	TGFB1,NOX4,SLC9A1,STAT3,SLC7A11,CALR,FN1,ATL1,TLR4,SLC3A2,JAK2,IL6,CD8A,CD44,CD36,BDKRB2,STING1
COMPARTMENTS	GOCC:0005615	Extracellular space	14	1027	0.82	5.68e-06	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000378897,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	HMOX1,TGFB1,HSPB1,FTH1,CALR,HMGB1,FN1,S100A4,ASAH2,IL6,TF,CD8A,CD44,CD36
COMPARTMENTS	GOCC:0005886	Plasma membrane	24	3535	0.51	5.68e-06	9606.ENSP00000221930,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000280612,9606.ENSP00000335062,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000478931,9606.ENSP00000498596	TGFB1,GGT1,SLC40A1,NOX4,SLC9A1,STAT3,SLC7A11,PDCD1,ACSL4,HMGB1,FN1,TLR4,SLC3A2,JAK2,ASAH2,NFE2L2,IL6,TF,CD8A,CD44,CD36,BDKRB2,AIFM2,STING1
COMPARTMENTS	GOCC:0031982	Vesicle	19	2125	0.63	5.68e-06	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000498596	TGFB1,TICAM1,HSPB1,FTH1,CALR,ACSL4,HMGB1,FN1,S100A4,ATG5,TLR4,SLC3A2,JAK2,MMRN1,ASAH2,TF,CD44,CD36,STING1
COMPARTMENTS	GOCC:0071944	Cell periphery	25	3860	0.49	5.68e-06	9606.ENSP00000221930,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000280612,9606.ENSP00000335062,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000478931,9606.ENSP00000498596	TGFB1,GGT1,SLC40A1,NOX4,SLC9A1,STAT3,SLC7A11,PDCD1,ACSL4,HMGB1,FN1,TLR4,SLC3A2,JAK2,MMRN1,ASAH2,NFE2L2,IL6,TF,CD8A,CD44,CD36,BDKRB2,AIFM2,STING1
COMPARTMENTS	GOCC:0012505	Endomembrane system	22	3156	0.52	1.01e-05	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000263317,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,NOX4,FTH1,CALR,NLRP3,ACSL4,HMGB1,FN1,ACSL3,ATL1,TLR4,JAK2,MMRN1,ASAH2,NFE2L2,IL6,TF,CD44,CD36,STING1
COMPARTMENTS	GOCC:0098796	Membrane protein complex	15	1353	0.73	1.10e-05	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000498596	TGFB1,NOX4,SLC9A1,STAT3,CALR,HMGB1,FN1,ATG5,TLR4,SLC3A2,JAK2,IL6,TF,CD8A,STING1
COMPARTMENTS	GOCC:0005887	Integral component of plasma membrane	12	792	0.86	1.17e-05	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482	TGFB1,NOX4,SLC9A1,STAT3,FN1,TLR4,JAK2,IL6,CD8A,CD44,CD36,BDKRB2
COMPARTMENTS	GOCC:0098802	Plasma membrane signaling receptor complex	8	255	1.18	1.22e-05	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559	TGFB1,STAT3,FN1,TLR4,JAK2,IL6,TF,CD8A
COMPARTMENTS	GOCC:1903561	Extracellular vesicle	10	500	0.98	1.27e-05	9606.ENSP00000248553,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000367123,9606.ENSP00000378897,9606.ENSP00000385834,9606.ENSP00000398632	HSPB1,FTH1,CALR,ACSL4,FN1,S100A4,SLC3A2,ASAH2,TF,CD44
COMPARTMENTS	GOCC:0098797	Plasma membrane protein complex	11	682	0.89	1.82e-05	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559	TGFB1,NOX4,STAT3,HMGB1,FN1,TLR4,SLC3A2,JAK2,IL6,TF,CD8A
COMPARTMENTS	GOCC:0043229	Intracellular organelle	36	9609	0.26	2.67e-05	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000453177,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,HLF,TICAM1,HSPB1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,CALR,NLRP3,ACSL4,HMGB1,FN1,ACSL3,ATL1,S100A4,ATG5,TLR4,SLC3A2,JAK2,MMRN1,ASAH2,NFE2L2,IL6,TF,CD8A,KDM8,CD44,CD36,HIF1A,TRIM69,AIFM2,STING1
COMPARTMENTS	GOCC:0043235	Receptor complex	9	425	1.01	2.81e-05	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632	TGFB1,STAT3,FN1,TLR4,JAK2,IL6,TF,CD8A,CD44
COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle	35	9083	0.27	2.87e-05	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000453177,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,HLF,TICAM1,HSPB1,NOX4,STAT3,TP53,FTH1,ATM,CALR,NLRP3,ACSL4,HMGB1,FN1,ACSL3,ATL1,S100A4,ATG5,TLR4,SLC3A2,JAK2,MMRN1,ASAH2,NFE2L2,IL6,TF,CD8A,KDM8,CD44,CD36,HIF1A,TRIM69,AIFM2,STING1
COMPARTMENTS	GOCC:0032991	Protein-containing complex	27	5325	0.39	3.00e-05	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000437955,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,CALR,NLRP3,HMGB1,FN1,ATG5,TLR4,SLC3A2,JAK2,MMRN1,NFE2L2,IL6,TF,CD8A,CD44,HIF1A,STING1
COMPARTMENTS	GOCC:0009986	Cell surface	9	438	0.99	3.06e-05	9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	SLC7A11,CALR,HMGB1,TLR4,SLC3A2,TF,CD8A,CD44,CD36
COMPARTMENTS	GOCC:0005576	Extracellular region	17	2079	0.59	3.54e-05	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000367123,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	HMOX1,TGFB1,HSPB1,FTH1,CALR,ACSL4,HMGB1,FN1,S100A4,SLC3A2,MMRN1,ASAH2,IL6,TF,CD8A,CD44,CD36
COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle	33	8162	0.29	4.00e-05	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000453177,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,HLF,HSPB1,NOX4,STAT3,TP53,FTH1,ATM,CALR,NLRP3,ACSL4,HMGB1,FN1,ACSL3,ATL1,S100A4,ATG5,TLR4,SLC3A2,JAK2,ASAH2,NFE2L2,IL6,TF,CD8A,KDM8,CD44,CD36,HIF1A,TRIM69,AIFM2,STING1
COMPARTMENTS	GOCC:0005737	Cytoplasm	33	8195	0.29	4.22e-05	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000453177,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,HSPB1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,CALR,NLRP3,ACSL4,HMGB1,FN1,ACSL3,ATL1,S100A4,ATG5,TLR4,JAK2,MMRN1,ASAH2,NFE2L2,IL6,TF,KDM8,CD44,CD36,HIF1A,TRIM69,AIFM2,STING1
COMPARTMENTS	GOCC:0071159	NF-kappaB complex	4	26	1.87	4.22e-05	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000363089,9606.ENSP00000385675	STAT3,TP53,TLR4,IL6
COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	9	473	0.96	4.61e-05	9606.ENSP00000248553,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000367123,9606.ENSP00000378897,9606.ENSP00000398632	HSPB1,FTH1,CALR,ACSL4,FN1,S100A4,SLC3A2,ASAH2,CD44
